id,dataset_code,database_code,name,description,refreshed_at,newest_available_date,oldest_available_date,column_names,frequency,type,premium,database_id
4644576,30W,FMAC,30-Year Fixed Rate Mortgage Average in the West Region,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:03 UTC,12/31/15,3/26/76,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644578,5US,FMAC,5/1-Year Adjustable Rate Mortgage Average in the United States,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:03 UTC,3/17/16,1/6/05,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644579,1W,FMAC,1-Year Adjustable Rate Mortgage Average in the West Region,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:03 UTC,12/31/15,4/4/86,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644580,30SE,FMAC,30-Year Fixed Rate Mortgage Average in the Southeast Region,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:04 UTC,12/31/15,3/26/76,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644581,30SW,FMAC,30-Year Fixed Rate Mortgage Average in the Southwest Region,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:03 UTC,12/31/15,3/26/76,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644582,15SE,FMAC,15-Year Fixed Rate Mortgage Average in the Southeast Region,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:03 UTC,12/31/15,8/30/91,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644583,1NE,FMAC,1-Year Adjustable Rate Mortgage Average in the Northeast Region,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:03 UTC,12/31/15,4/4/86,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644584,1US,FMAC,1-Year Adjustable Rate Mortgage Average in the United States,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:04 UTC,12/31/15,1/6/84,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644586,WRMORTG,FMAC,30-Year Conventional Mortgage Rate,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:03 UTC,3/17/16,1/8/04,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644587,1SE,FMAC,1-Year Adjustable Rate Mortgage Average in the Southeast Region,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:03 UTC,12/31/15,4/4/86,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644588,15NE,FMAC,15-Year Fixed Rate Mortgage Average in the Northeast Region,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:04 UTC,12/31/15,8/30/91,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644589,15US,FMAC,15-Year Fixed Rate Mortgage Average in the United States,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:04 UTC,3/17/16,8/30/91,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644591,15SW,FMAC,15-Year Fixed Rate Mortgage Average in the Southwest Region,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:04 UTC,12/31/15,8/30/91,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644592,30NE,FMAC,30-Year Fixed Rate Mortgage Average in the Northeast Region,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:05 UTC,12/31/15,3/26/76,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644594,30NC,FMAC,30-Year Fixed Rate Mortgage Average in the North Central Region,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:05 UTC,12/31/15,3/26/76,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644595,MORTG,FMAC,30-Year Conventional Mortgage Rate,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:05 UTC,2/1/16,4/1/71,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
4644596,30US,FMAC,30-Year Fixed Rate Mortgage Average in the United States,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:04 UTC,3/17/16,4/2/71,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644597,15NC,FMAC,15-Year Fixed Rate Mortgage Average in the North Central Region,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:04 UTC,12/31/15,8/30/91,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644598,5NC,FMAC,5/1-Year Adjustable Rate Mortgage Average in the North Central Region,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:04 UTC,12/31/15,1/6/05,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644599,1NC,FMAC,1-Year Adjustable Rate Mortgage Average in the North Central Region,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:04 UTC,12/31/15,4/4/86,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
4644600,5W,FMAC,5/1-Year Adjustable Rate Mortgage Average in the West Region,Units: Percent<br><br>Not Seasonally Adjusted,2016-03-23 04:12:04 UTC,12/31/15,1/6/05,"[""Date"", ""Value""]",weekly,Time Series,FALSE,582
8398580,HPI_AK,FMAC,House Price Index - Alaska,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398581,HPI_AL,FMAC,House Price Index - Alabama,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398582,HPI_AR,FMAC,House Price Index - Arkansas,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398583,HPI_AZ,FMAC,House Price Index - Arizona,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398584,HPI_CA,FMAC,House Price Index - California,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398585,HPI_CO,FMAC,House Price Index - Colorado,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398586,HPI_CT,FMAC,House Price Index - Connecticut,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398587,HPI_DC,FMAC,House Price Index - District of Columbia,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398588,HPI_DE,FMAC,House Price Index - Delaware,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398589,HPI_FL,FMAC,House Price Index - Florida,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398590,HPI_GA,FMAC,House Price Index - Georgia,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398591,HPI_HI,FMAC,House Price Index - Hawaii,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398592,HPI_IA,FMAC,House Price Index - Iowa,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398593,HPI_ID,FMAC,House Price Index - Idaho,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398594,HPI_IL,FMAC,House Price Index - Illinois,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398595,HPI_IN,FMAC,House Price Index - Indiana,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398596,HPI_KS,FMAC,House Price Index - Kansas,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398597,HPI_KY,FMAC,House Price Index - Kentucky,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398598,HPI_LA,FMAC,House Price Index - Louisiana,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398599,HPI_MA,FMAC,House Price Index - Massachusetts,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398600,HPI_MD,FMAC,House Price Index - Maryland,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398601,HPI_ME,FMAC,House Price Index - Maine,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398602,HPI_MI,FMAC,House Price Index - Michigan,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398603,HPI_MN,FMAC,House Price Index - Minnesota,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398604,HPI_MO,FMAC,House Price Index - Missouri,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398605,HPI_MS,FMAC,House Price Index - Mississippi,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
8398606,HPI_MT,FMAC,House Price Index - Montana,"The FMHPI provides a measure of typical price inflation for houses within the U.S. Values are calculated monthly but are released at the end of the following quarter. For example, the FMHPI for October, November, and December are published in late February of the following year. Series are available at three levels of geographical aggregation: Metropolitan Statistical Area (MSA), state, and national. All series begin in January, 1975. The national index is defined as a weighted average of the 50 state indexes and Washington, DC. The FMHPI is based on an ever expanding database of loans purchased by either Freddie Mac or Fannie Mae.",2016-03-19 02:44:30 UTC,12/31/15,1/31/75,"[""Date"", ""Value""]",monthly,Time Series,FALSE,582
